work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Vulnerability Analyst,93300.0,USD,93300.0,US,0,US,M
2023,SE,FT,Compliance Analyst,212000.0,USD,212000.0,US,0,US,M
2023,SE,FT,Compliance Analyst,93300.0,USD,93300.0,US,0,US,M
2023,MI,FT,Security Engineer,100000.0,USD,100000.0,US,100,US,M
2023,MI,FT,Security Engineer,85000.0,USD,85000.0,US,100,US,M
2023,MI,FT,SOC Engineer,170200.0,USD,170200.0,US,0,US,M
2023,MI,FT,SOC Engineer,83900.0,USD,83900.0,US,0,US,M
2023,SE,FT,Security Engineer,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,Threat Hunter,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,Threat Hunter,85000.0,USD,85000.0,US,0,US,M
2023,EN,FT,GRC Analyst,123000.0,USD,123000.0,US,100,US,L
2023,MI,FT,Threat Hunter,186000.0,USD,186000.0,US,100,US,M
2023,MI,FT,Threat Hunter,81800.0,USD,81800.0,US,100,US,M
2023,SE,FT,Threat Hunter,186000.0,USD,186000.0,US,100,US,M
2023,SE,FT,Threat Hunter,81800.0,USD,81800.0,US,100,US,M
2023,SE,FT,Security Engineer,304750.0,USD,304750.0,US,0,US,M
2023,SE,FT,Security Engineer,145600.0,USD,145600.0,US,0,US,M
2023,EN,FT,Cyber Security Specialist,105000.0,USD,105000.0,US,0,US,M
2023,EN,FT,Cyber Security Specialist,85000.0,USD,85000.0,US,0,US,M
2023,MI,FT,Cyber Engineer,149000.0,USD,149000.0,US,0,US,M
2023,MI,FT,Cyber Engineer,65300.0,USD,65300.0,US,0,US,M
2023,SE,FT,Information Systems Security Officer,136000.0,USD,136000.0,US,0,US,M
2023,SE,FT,Information Systems Security Officer,68000.0,USD,68000.0,US,0,US,M
2023,SE,FT,Security Architect,125000.0,USD,125000.0,US,100,US,M
2023,SE,FT,Security Architect,100000.0,USD,100000.0,US,100,US,M
2023,MI,FT,Incident Response Manager,190196.0,USD,190196.0,US,100,US,M
2023,MI,FT,Incident Response Manager,155615.0,USD,155615.0,US,100,US,M
2023,SE,FT,Security Engineer,227700.0,USD,227700.0,US,100,US,M
2023,SE,FT,Security Engineer,154836.0,USD,154836.0,US,100,US,M
2023,SE,FT,Technical Consultant,215100.0,USD,215100.0,US,0,US,M
2023,SE,FT,Technical Consultant,113100.0,USD,113100.0,US,0,US,M
2023,SE,FT,Compliance Analyst,180000.0,USD,180000.0,US,100,US,M
2023,SE,FT,Compliance Analyst,165000.0,USD,165000.0,US,100,US,M
2023,SE,FT,Security Lead,210800.0,USD,210800.0,US,0,US,L
2023,SE,FT,Security Lead,108400.0,USD,108400.0,US,0,US,L
2023,SE,FT,SOC Analyst,120000.0,USD,120000.0,US,100,US,M
2023,SE,FT,SOC Analyst,95000.0,USD,95000.0,US,100,US,M
2023,EN,FT,Security Analyst,88026.0,USD,88026.0,US,100,US,M
2023,EN,FT,Security Analyst,74598.0,USD,74598.0,US,100,US,M
2023,EN,FT,Security Administrator,119000.0,USD,119000.0,US,100,US,M
2023,EN,FT,Security Administrator,52100.0,USD,52100.0,US,100,US,M
2023,MI,FT,Information Systems Security Officer,140000.0,USD,140000.0,US,0,US,M
2023,MI,FT,Information Systems Security Officer,92200.0,USD,92200.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,180000.0,USD,180000.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,120000.0,USD,120000.0,US,0,US,M
2023,EN,FT,Information Security Analyst,164170.0,USD,164170.0,US,0,US,M
2023,EN,FT,Information Security Analyst,95415.0,USD,95415.0,US,0,US,M
2023,EX,FT,Security Engineer,280000.0,USD,280000.0,US,100,US,M
2023,EX,FT,Security Engineer,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,Security Lead,165000.0,USD,165000.0,US,0,US,M
2023,SE,FT,Security Lead,125000.0,USD,125000.0,US,0,US,M
2023,SE,FT,Security Architect,176000.0,USD,176000.0,US,0,US,M
2023,SE,FT,Security Engineer,105000.0,USD,105000.0,US,0,US,M
2023,SE,FT,Security Engineer,270250.0,USD,270250.0,US,0,US,M
2023,SE,FT,Security Engineer,144000.0,USD,144000.0,US,0,US,M
2023,SE,FT,Security Architect,140000.0,USD,140000.0,US,100,US,M
2023,SE,FT,Security Architect,95000.0,USD,95000.0,US,100,US,M
2023,SE,FT,Cyber Engineer,149000.0,USD,149000.0,US,0,US,M
2023,SE,FT,Cyber Engineer,65300.0,USD,65300.0,US,0,US,M
2023,SE,FT,Security Specialist,128000.0,USD,128000.0,NZ,0,NZ,M
2023,SE,FT,Security Specialist,104000.0,USD,104000.0,NZ,0,NZ,M
2023,SE,FT,Security Engineer,181000.0,USD,181000.0,US,100,US,M
2023,SE,FT,Security Engineer,148000.0,USD,148000.0,US,0,US,M
2023,SE,FT,Security Engineer,99000.0,USD,99000.0,US,0,US,M
2023,SE,FT,Cloud Security Architect,156000.0,USD,156000.0,US,100,US,L
2023,SE,FT,Cyber Threat Intelligence Analyst,133000.0,USD,133000.0,US,0,US,M
2023,SE,FT,Cyber Threat Intelligence Analyst,58400.0,USD,58400.0,US,0,US,M
2023,EN,FT,Security Engineer,186000.0,USD,186000.0,US,0,US,M
2023,EN,FT,Security Engineer,81800.0,USD,81800.0,US,0,US,M
2023,SE,FT,Cyber Threat Intelligence Analyst,186000.0,USD,186000.0,US,0,US,M
2023,SE,FT,Cyber Threat Intelligence Analyst,81800.0,USD,81800.0,US,0,US,M
2023,SE,FT,Information System Security Officer,186000.0,USD,186000.0,US,0,US,M
2023,SE,FT,Information System Security Officer,81800.0,USD,81800.0,US,0,US,M
2023,SE,FT,Professional Services Consultant,121000.0,USD,121000.0,US,100,US,M
2023,SE,FT,Professional Services Consultant,88000.0,USD,88000.0,US,100,US,M
2023,SE,FT,Security Analyst,58300.0,USD,58300.0,US,0,US,M
2023,SE,FT,Security Engineer,173400.0,USD,173400.0,US,0,US,M
2023,SE,FT,Security Engineer,212800.0,USD,212800.0,US,0,US,L
2023,SE,FT,Security Engineer,111600.0,USD,111600.0,US,0,US,L
2023,EX,FT,Head of Security,256600.0,USD,256600.0,US,100,US,L
2023,SE,FT,Cyber Security Specialist,160000.0,USD,160000.0,US,100,US,L
2023,SE,FT,Security Engineer,161500.0,USD,161500.0,US,0,US,M
2023,MI,FT,Security Analyst,178250.0,USD,178250.0,US,0,US,M
2023,MI,FT,Security Analyst,107950.0,USD,107950.0,US,0,US,M
2023,SE,FT,Security Engineer,280000.0,USD,280000.0,US,0,US,M
2023,SE,FT,Security Engineer,222000.0,EUR,239689.0,BG,100,BG,M
2023,SE,FT,Security Engineer,148000.0,EUR,159793.0,BG,100,BG,M
2023,MI,FT,Security Analyst,127650.0,USD,127650.0,US,0,US,M
2023,MI,FT,Security Analyst,76500.0,USD,76500.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,280000.0,USD,280000.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,133000.0,USD,133000.0,US,0,US,M
2023,SE,FT,DevSecOps Engineer,58400.0,USD,58400.0,US,0,US,M
2023,EN,FT,Security Software Engineer,280000.0,USD,280000.0,US,0,US,M
2023,EN,FT,Security Software Engineer,120000.0,USD,120000.0,US,0,US,M
2023,SE,FT,Security Engineer,75000.0,EUR,80976.0,PT,0,PT,M
2023,SE,FT,Security Engineer,63800.0,EUR,68883.0,PT,0,PT,M
2023,SE,FT,Security Engineer,195000.0,USD,195000.0,US,100,US,M
2023,SE,FT,Security Engineer,165000.0,USD,165000.0,US,100,US,M
2023,SE,FT,Threat Hunter,202400.0,USD,202400.0,US,0,US,M
2023,SE,FT,Threat Hunter,125100.0,USD,125100.0,US,0,US,M
2023,SE,FT,Security Engineer,194210.0,USD,194210.0,US,0,US,M
2023,SE,FT,Security Engineer,155370.0,USD,155370.0,US,0,US,M
2023,SE,FT,Compliance Manager,140000.0,USD,140000.0,SG,0,SG,M
2023,SE,FT,Compliance Manager,100000.0,USD,100000.0,SG,0,SG,M
2023,SE,FT,Security Engineer,70000.0,USD,70000.0,US,0,US,M
2023,SE,FT,Incident Response Analyst,37000.0,EUR,39948.0,ES,100,ES,L
2023,SE,FT,Security Software Engineer,240000.0,USD,240000.0,US,100,US,M
2023,SE,FT,Security Software Engineer,135700.0,USD,135700.0,US,100,US,M
2023,MI,FT,Security Analyst,100000.0,USD,100000.0,US,0,US,M
2023,MI,FT,Security Analyst,70000.0,USD,70000.0,US,0,US,M
2023,SE,FT,Security Architect,202606.0,USD,202606.0,US,100,US,M
2023,SE,FT,Security Architect,139634.0,USD,139634.0,US,100,US,M
2023,SE,FT,Security Engineer,216000.0,USD,216000.0,US,100,US,M
2023,SE,FT,Security Engineer,122100.0,USD,122100.0,US,100,US,M
2023,SE,FT,Security Engineer,106000.0,USD,106000.0,US,100,US,M
2023,SE,FT,Security Engineer,87000.0,USD,87000.0,US,100,US,M
2023,SE,FT,Security Engineer,198000.0,USD,198000.0,US,0,US,M
2023,SE,FT,Security Engineer,114000.0,USD,114000.0,US,0,US,M
2023,SE,FT,Security Engineer,155800.0,USD,155800.0,US,0,US,M
2023,SE,FT,Security Architect,187415.0,USD,187415.0,US,0,US,M
2023,SE,FT,Security Architect,114080.0,USD,114080.0,US,0,US,M
2023,MI,FT,Security Engineer,117163.0,USD,117163.0,US,100,US,M
2023,MI,FT,Security Engineer,99290.0,USD,99290.0,US,100,US,M
2023,MI,FT,Security Engineer,95000.0,USD,95000.0,US,0,US,M
2023,MI,FT,Security Engineer,63000.0,USD,63000.0,US,0,US,M
2023,SE,FT,Cyber Program Manager,269100.0,USD,269100.0,US,0,US,M
2023,SE,FT,Cyber Program Manager,131300.0,USD,131300.0,US,0,US,M
2023,SE,FT,Security Engineer,241000.0,USD,241000.0,US,100,US,M
2023,SE,FT,Security Engineer,172000.0,USD,172000.0,US,100,US,M
2023,SE,FT,Compliance Analyst,110000.0,USD,110000.0,US,100,US,M
2023,SE,FT,Compliance Analyst,90000.0,USD,90000.0,US,100,US,M
2023,SE,FT,Security Engineer,150000.0,USD,150000.0,GB,100,GB,M
2023,SE,FT,Security Engineer,120000.0,USD,120000.0,GB,100,GB,M
2023,EN,FT,Cyber Security Analyst,85200.0,USD,85200.0,US,50,US,L
2023,EX,FT,Information Security Officer,160000.0,USD,160000.0,US,100,US,M
2023,EX,FT,Information Security Officer,100000.0,USD,100000.0,US,100,US,M
2023,SE,FT,Security Engineer,247250.0,USD,247250.0,US,0,US,M
2023,SE,FT,Security Engineer,224250.0,USD,224250.0,US,0,US,M
2023,SE,FT,Security Engineer,116000.0,USD,116000.0,US,0,US,M
2023,SE,FT,Security Architect,146000.0,USD,146000.0,US,100,US,M
2023,SE,FT,Security Architect,78900.0,USD,78900.0,US,100,US,M
2023,SE,FT,Security Engineer,255652.0,USD,255652.0,US,0,US,M
2023,SE,FT,Security Engineer,165000.0,USD,165000.0,US,0,US,M
2023,SE,FT,Application Security Engineer,50000.0,USD,50000.0,VN,50,VN,L
2023,SE,FT,Incident Response Analyst,143000.0,USD,143000.0,US,100,US,M
2023,SE,FT,Incident Response Analyst,114500.0,USD,114500.0,US,100,US,M
2023,SE,FT,Incident Response Analyst,97500.0,USD,97500.0,US,100,US,M
2023,SE,FT,Incident Response Analyst,78000.0,USD,78000.0,US,100,US,M
2023,SE,FT,Security Engineer,184800.0,USD,184800.0,US,0,US,M
2023,SE,FT,Security Engineer,161900.0,USD,161900.0,US,0,US,M
2023,SE,FT,Security Specialist,133000.0,USD,133000.0,US,0,US,M
2023,SE,FT,Security Specialist,58400.0,USD,58400.0,US,0,US,M
2023,SE,FT,Security Engineer,165759.0,USD,165759.0,US,0,US,M
2023,SE,FT,Security Engineer,120552.0,USD,120552.0,US,0,US,M
2023,MI,FT,Security Specialist,107000.0,USD,107000.0,US,0,US,M
2023,MI,FT,Security Specialist,57000.0,USD,57000.0,US,0,US,M
2023,SE,FT,Security Engineer,235000.0,USD,235000.0,US,100,US,M
2023,SE,FT,Security Engineer,160000.0,USD,160000.0,US,100,US,M
2023,SE,FT,Incident Response Analyst,234900.0,USD,234900.0,US,0,US,M
2023,SE,FT,Incident Response Analyst,97300.0,USD,97300.0,US,0,US,M
2023,SE,FT,SOC Engineer,269100.0,USD,269100.0,US,0,US,M
2023,SE,FT,SOC Engineer,131300.0,USD,131300.0,US,0,US,M
2023,SE,FT,Security Engineer,256000.0,USD,256000.0,US,0,US,M
2023,SE,FT,Compliance Analyst,154170.0,USD,154170.0,US,0,US,M
2023,SE,FT,Compliance Analyst,104830.0,USD,104830.0,US,0,US,M
2023,SE,FT,Cyber Security Manager,259000.0,USD,259000.0,US,0,US,M
2023,SE,FT,Cyber Security Manager,123000.0,USD,123000.0,US,0,US,M
2023,SE,FT,Security Analyst,166000.0,USD,166000.0,US,0,US,M
2023,SE,FT,Security Analyst,73000.0,USD,73000.0,US,0,US,M
2023,SE,FT,Security Software Engineer,128500.0,USD,128500.0,US,100,US,M
2023,SE,FT,Security Software Engineer,67500.0,USD,67500.0,US,100,US,M
2023,SE,FT,Information System Security Officer,166000.0,USD,166000.0,US,0,US,M
2023,SE,FT,Information System Security Officer,73100.0,USD,73100.0,US,0,US,M
2023,SE,FT,Security Consultant,170000.0,USD,170000.0,US,100,US,M
2023,SE,FT,Security Consultant,150000.0,USD,150000.0,US,100,US,M
2023,SE,FT,Threat Intelligence Analyst,225500.0,USD,225500.0,US,0,US,M
2023,SE,FT,Threat Intelligence Analyst,139400.0,USD,139400.0,US,0,US,M
2023,SE,FT,Security Architect,255000.0,USD,255000.0,US,0,US,M
2023,SE,FT,Security Architect,169000.0,USD,169000.0,US,0,US,M
2023,SE,FT,Security Engineer,185800.0,USD,185800.0,US,0,US,M
2023,SE,FT,Security Engineer,93400.0,USD,93400.0,US,0,US,M
2023,SE,FT,Network Security Engineer,60000.0,EUR,64781.0,SI,50,SI,L
2023,MI,FT,Security Engineer,128622.0,USD,128622.0,US,0,US,M
2023,MI,FT,Security Engineer,85782.0,USD,85782.0,US,0,US,M
2023,SE,FT,Security Engineer,135500.0,USD,135500.0,US,0,US,L
2023,MI,FT,Compliance Manager,183370.0,USD,183370.0,US,100,US,M
2023,MI,FT,Compliance Manager,87220.0,USD,87220.0,US,100,US,M
2023,MI,FT,Privacy Manager,185000.0,USD,185000.0,US,0,US,M
2023,MI,FT,Privacy Manager,94700.0,USD,94700.0,US,0,US,M
2023,EX,FT,Information Security Officer,186320.0,USD,186320.0,US,0,US,M
2023,MI,FT,Security Operations Analyst,150300.0,USD,150300.0,US,0,US,L
2023,MI,FT,Security Operations Analyst,59800.0,USD,59800.0,US,0,US,L
2023,SE,FT,Security Engineer,229500.0,USD,229500.0,US,0,US,M
2023,SE,FT,Security Engineer,183500.0,USD,183500.0,US,0,US,M
2023,SE,FT,Security Engineer,190000.0,USD,190000.0,US,100,US,M
2023,SE,FT,Security Engineer,136000.0,USD,136000.0,US,100,US,M
2023,SE,FT,Security Engineer,198000.0,USD,198000.0,US,100,US,M
